timestamp,open,high,low,close,volume
2026-03-11 09:30:00-04:00,261.2099914550781,261.3599853515625,260.2099914550781,261.2799987792969,560438.0
2026-03-11 09:31:00-04:00,261.2250061035156,261.6499938964844,261.160888671875,261.4599914550781,108029.0
2026-03-11 09:32:00-04:00,261.4599914550781,261.80999755859375,261.1600036621094,261.260009765625,95797.0
2026-03-11 09:33:00-04:00,261.3399963378906,261.7300109863281,261.2950134277344,261.55999755859375,64661.0
2026-03-11 09:34:00-04:00,261.614990234375,261.79998779296875,261.32000732421875,261.7099914550781,86826.0
2026-03-11 09:35:00-04:00,261.6700134277344,261.8699951171875,261.2200012207031,261.2699890136719,79416.0
2026-03-11 09:36:00-04:00,261.4088134765625,261.7200012207031,261.20001220703125,261.5249938964844,35613.0
2026-03-11 09:37:00-04:00,261.55999755859375,261.8800048828125,261.3900146484375,261.79998779296875,70212.0
2026-03-11 09:38:00-04:00,261.79998779296875,261.9200134277344,261.69000244140625,261.9200134277344,61841.0
2026-03-11 09:39:00-04:00,261.9472961425781,262.0199890136719,261.70001220703125,261.8492126464844,63121.0
2026-03-11 09:40:00-04:00,261.8999938964844,261.9092102050781,261.489990234375,261.7699890136719,56635.0
2026-03-11 09:41:00-04:00,261.83990478515625,261.83990478515625,261.3599853515625,261.5899963378906,73020.0
2026-03-11 09:42:00-04:00,261.6099853515625,261.6700134277344,261.4400939941406,261.57501220703125,48499.0
2026-03-11 09:43:00-04:00,261.5773010253906,261.6549987792969,261.3599853515625,261.57000732421875,38360.0
2026-03-11 09:44:00-04:00,261.4901123046875,261.5799865722656,261.30999755859375,261.3550109863281,53524.0
2026-03-11 09:45:00-04:00,261.30999755859375,261.7300109863281,261.2511901855469,261.6099853515625,70969.0
2026-03-11 09:46:00-04:00,261.5799865722656,261.5799865722656,261.0899963378906,261.1199951171875,86390.0
2026-03-11 09:47:00-04:00,261.1300048828125,261.25,260.860107421875,260.9800109863281,79847.0
2026-03-11 09:48:00-04:00,260.9549865722656,261.1199951171875,260.8999938964844,261.010009765625,62137.0
2026-03-11 09:49:00-04:00,260.9800109863281,260.989990234375,260.760009765625,260.8800048828125,62192.0
2026-03-11 09:50:00-04:00,260.8550109863281,260.94989013671875,260.7200012207031,260.739990234375,66599.0
2026-03-11 09:51:00-04:00,260.7799987792969,260.8500061035156,260.68499755859375,260.781005859375,37088.0
2026-03-11 09:52:00-04:00,260.7699890136719,260.8999938964844,260.57000732421875,260.8500061035156,48411.0
